id.x;link;kanal.x;ajakulu.y;hind.y;osutamistearv.y;rahulolu.y
KKI-001;http://kki.ee/est/?part=html&id=24;Telefon;;;;
KKI-002;http://kki.ee/est/?part=html&id=24;Telefon;;;;
KKI-003;http://dhs-adr-kki.envir.ee/InformationRequest.aspx;Veebileht;;;;
KL-001;http://www.nooredkotkad.ee/et/astu-liikmeks;Veebileht;;;;
KL-002;http://www.naiskodukaitse.ee/Kuidas_astuda_liikmeks_304.htm;Veebileht;;;;
KL-003;http://www.kaitseliit.ee/et/tule-kaitseliitu;Veebileht;;;;
KL-004;http://www.kodutytar.ee/meist/liikmed/kuidas-saada-liikmeks/;Veebileht;;;;
KRA-001;http://www.kra.ee/taotlused/;Veebileht;;;;
KRA-002;https://www.eesti.ee/est/teenused/kodanik/riigikaitse_1/kvk_infoparing;Eesti;;;;
KRA-003;http://www.kra.ee/karjaar/;Veebileht;;;;
KRA-004;https://www.eesti.ee/est/teemad/kodanik/riigikaitse/ajateenistus_1/kaitsevaekohustuslaste_teavitused;Eesti;;;;
KUM-001;https://opendata.riik.ee/dataset/loomeliitude-andmekogu-avaandmed;Veebileht;;21470;;
KUM-002;www.muis.ee;Veebileht;;;;
KUM-003;www.lugeja.ee/ui;Veebileht;;;;
KUM-004;www.lugeja.ee;Veebileht;;;;
KUM-005;www.kodulugu.ee;Veebileht;;;;
KUM-006;www.e-kultuur.ee;Veebileht;;;36434;
KURG-001;http://www.kurgja.ee/ekskursioonid.html;Kliendijuures;200;;;
KURG-002;http://www.kurgja.ee/haridusprogrammid.html;Kliendijuures;;;;
KURG-003;http://www.kurgja.ee/talukultuuri_kool.html;Kliendijuures;66;;;
KURG-004;http://www.kurgja.ee/;Kliendijuures;;;;
KURG-005;http://www.kurgja.ee/urituste_korraldamine.html;Veebileht;180;;36;
KURG-006;http://www.kurgja.ee/toitlustamine.html;Veebileht;;;;
KURG-007;http://www.kurgja.ee/telkimine_piknikud.html;Kliendijuures;;;;
KURG-008;http://www.kurgja.ee/muuseumi_kogude_kasutamine_ja_uurijate_teenindamine.html;Kliendijuures;;;2;
KURG-009;www.kurgja.ee;Kliendijuures;;;24;
KUTS-001;http://kutsekoda.ee/et/kutsesysteem/kutseandmine/kutseandjakonkurss/kutseandajkonkursidokumendid;E-post;;;;
KUTS-001;http://kutsekoda.ee/et/kutsesysteem/kutseandmine/kutseandjakonkurss/kutseandajkonkursidokumendid;Post;;;;
KUTS-002;http://kutsekoda.ee/et/kutsesysteem/kutseandmine/kool_kui_kutse_andja;E-post;;;;
KUTS-002;http://kutsekoda.ee/et/kutsesysteem/kutseandmine/kool_kui_kutse_andja;Post;;;;
KUTS-003;https://www.eesti.ee/est/teenused/kodanik/haridus_ja_teadus/minu_kutsetunnistused_1;Eesti;;;;
KUTS-003;http://kutsekoda.ee/et/kutseregister/tutvustus;Veebileht;;;;
KUTS-004;http://europass.ee/index.php?lang=et;Veebileht;;;;
KUTS-005;http://ec.europa.eu/epale/et;Veebileht;;;;
LA-002;http://www.ecaa.ee/index.php?id=198931;E-post;;;;
LA-002;http://www.ecaa.ee/teavitus-lennutegevuses;Veebileht;;;;
LA-003;http://www.ecaa.ee/index.php?id=198931;E-post;;;;
LA-003;http://www.ecaa.ee/teabenoue;Veebileht;;;;
LA-005;http://www.ecaa.ee/index.php?id=198931;E-post;;;;
LA-005;http://www.ecaa.ee/index.php?id=53286;Veebileht;;;;
LA-008;http://www.ecaa.ee/index.php?id=198932;E-post;;;;
LA-008;http://www.ecaa.ee/index.php?id=198932;Post;;;;
LA-009;http://www.ecaa.ee/index.php?id=198932;E-post;;;51;
LA-010;http://www.ecaa.ee/index.php?id=198932;E-post;;;;
LA-010;http://www.ecaa.ee/index.php?id=198932;Post;;;;
LA-011;http://www.ecaa.ee/index.php?id=198932;E-post;;;165;
LA-011;http://www.ecaa.ee/index.php?id=198932;Post;;;;
LA-012;http://www.ecaa.ee/index.php?id=198932;E-post;;;;
LA-012;http://www.ecaa.ee/index.php?id=198932;Post;;;;
LA-013;http://www.ecaa.ee/index.php?id=198932;E-post;;;;
LA-013;http://www.ecaa.ee/index.php?id=198932;Post;;;;
LA-014;http://www.ecaa.ee/index.php?id=198932;E-post;;;;
LA-014;http://www.ecaa.ee/index.php?id=198932;Post;;;;
LA-015;https://lois.ecaa.ee/LoginClient.aspx;E-iseteenindus;;;;
LA-015;http://www.ecaa.ee/index.php?id=198932;E-post;;;;
LA-015;http://www.ecaa.ee/index.php?id=198932;Post;;;;
LA-016;https://lois.ecaa.ee/LoginClient.aspx;E-iseteenindus;;;;
LA-016;http://www.ecaa.ee/index.php?id=198932;E-post;;;21;
LA-016;http://www.ecaa.ee/index.php?id=198932;Post;;;;
LA-017;https://lois.ecaa.ee/LoginClient.aspx;E-iseteenindus;;;;
LA-017;http://www.ecaa.ee/index.php?id=198932;E-post;;;9;
LA-017;http://www.ecaa.ee/index.php?id=198932;Kliendijuures;;;;
LA-018;http://www.ecaa.ee/index.php?id=198932;E-post;;;55;
LA-018;http://www.ecaa.ee/index.php?id=198932;Post;;;;
LA-019;http://www.ecaa.ee/index.php?id=198932;E-post;;;;
LA-019;http://www.ecaa.ee/index.php?id=198932;Post;;;;
LA-020;http://www.ecaa.ee/index.php?id=198932;E-post;;;;
LA-020;http://www.ecaa.ee/index.php?id=198932;Post;;;;
LA-022;http://www.ecaa.ee/index.php?id=198932;E-post;;;5;
LA-022;http://www.ecaa.ee/index.php?id=198932;Post;;;;
LA-023;http://www.ecaa.ee/lennuohutust-mojutavast-juhtumist-teatamine-2;Veebileht;;;;
LA-024;https://lois.ecaa.ee;E-iseteenindus;;;;
LA-025;https://lois.ecaa.ee/;E-iseteenindus;;;;
LA-026;https://lois.ecaa.ee/;E-iseteenindus;;;;
LA-027;https://lois.ecaa.ee/;E-iseteenindus;;;;
MA-006;https://eteenindus.mnt.ee/main.jsf;E-iseteenindus;;;26435;84
MA-006;http://www.mnt.ee/index.php?id=10577;Letiteenus büroos;;;;
MA-007;https://eteenindus.mnt.ee/main.jsf;E-iseteenindus;;;19926;84
MA-007;http://www.mnt.ee/index.php?id=24539;Letiteenus büroos;;;;68
MA-008;https://eteenindus.mnt.ee/main.jsf;E-iseteenindus;;;3412;84
MA-008;http://www.mnt.ee/index.php?id=24486;Letiteenus büroos;;;;
MA-010;https://eteenindus.mnt.ee/main.jsf;E-iseteenindus;0.1;;46442;84
MA-010;http://www.mnt.ee/index.php?id=10603;Letiteenus büroos;;;;
MA-010;http://www.mnt.ee/index.php?id=10603;Veebileht;;;;
MA-014;https://eteenindus.mnt.ee/main.jsf;E-iseteenindus;0.16;;;
MA-014;http://www.mnt.ee/index.php?id=24487;Letiteenus büroos;;;6674;
MA-018;http://www.mnt.ee/index.php?id=11262;Letiteenus büroos;;;;68
MA-019;http://www.mnt.ee/index.php?id=10750;Letiteenus büroos;;;;
MA-025;http://www.mnt.ee/index.php?id=28626;E-post;;;250;
MA-025;http://www.mnt.ee/index.php?id=28626;Post;;;;
MA-028;http://www.mnt.ee/index.php?id=10622;E-post;120;;;
MA-033;http://www.mnt.ee/index.php?id=10686;Letiteenus büroos;52;;227;
MA-035;https://eteenindus.mnt.ee/main.jsf;E-iseteenindus;0.1;;;84
MA-035;http://www.mnt.ee/index.php?id=10644;Letiteenus büroos;;;;68
MA-036;http://www.mnt.ee/index.php?id=10662;E-post;;;;70
MA-036;http://www.mnt.ee/index.php?id=10662;Telefon;;;123902;72
MA-037;https://eteenindus.mnt.ee/main.jsf;E-iseteenindus;;;;
MA-037;http://www.mnt.ee/index.php?id=10742;Letiteenus büroos;2;;30000;
MA-038;http://www.mnt.ee/index.php?id=10744;Letiteenus büroos;2;;;58
MA-039;https://eteenindus.mnt.ee/main.jsf;E-iseteenindus;;;3965;84
MA-039;http://www.mnt.ee/index.php?id=10725;Letiteenus büroos;;;;68
MA-040;http://www.mnt.ee/index.php?id=10727;Letiteenus büroos;;;;68
MA-041;http://www.mnt.ee/index.php?id=25960;Veebileht;;;;
MA-043;www.peatus.ee;Veebileht;0.02;;;
MA-044;https://teeregister.riik.ee;Veebileht;0.3;;719692;
MA-045;https://teeregister.riik.ee;Veebileht;0.1;;331568;
MA-046;http://www.mnt.ee/index.php?id=10867;E-post;;;13250;
MA-047;http://www.mnt.ee/index.php?id=14539;E-post;;;2;
MA-048;http://www.mnt.ee/index.php?id=29028;E-post;;;;
MA-049;http://www.mnt.ee/index.php?id=24480;E-post;;;42;
MA-050;http://www.mnt.ee/index.php?id=13132;E-post;336;;;
MA-051;http://www.mnt.ee/index.php?id=10618;E-post;120;;;
MA-052;http://www.mnt.ee/index.php?id=12919;Letiteenus büroos;;;1296;
MA-053;http://www.mnt.ee/index.php?id=29251;E-post;;;26;
MA-054;http://www.mnt.ee/index.php?id=12892;Letiteenus büroos;;;;68
MA-057;http://www.liikluskasvatus.ee/noored-kuni-15a/materjalid/kuidas-liiklen-tanaval-jalgrattaga/jalgratturi-juhiluba/;Letiteenus büroos;;;47;
MA-058;www.mnt.ee;E-post;;;123;
MA-059;www.mnt.ee;E-post;;;178;
MA-060;http://www.mnt.ee/index.php?id=11956;E-post;;;;
MA-067;www.mnt.ee;E-post;;;;
MA-069;http://www.mnt.ee/index.php?id=11956;E-iseteenindus;720;;;
MA-070;www.mnt.ee;E-post;;;;
MA-071;www.mnt.ee;E-post;720;;;
MA-072;www.mnt.ee;E-post;;;450;
MA-073;https://teeregister.riik.ee/mnt/index.do;E-post;;;;
MA-073;https://teeregister.riik.ee/mnt/index.do;Telefon;;;1000;
MA-074;http://www.mnt.ee/index.php?id=27749;E-post;;;2217;
MA-074;http://www.mnt.ee/index.php?id=27749;Letiteenus büroos;720;;23;
MAA-001;http://www.maaamet.ee/ADSMenetlusrakendus/;Veebileht;;;;
MAA-002;http://xgis.maaamet.ee/knravalik/;Veebileht;;;;
MAA-003;http://geoportaal.maaamet.ee/est/Andmete-tellimine/Digitaalsete-aluskaartide-topograafiliste-ruumiandmete-tellimine-p23.html;Veebileht;;;;
MAA-004;http://geoportaal.maaamet.ee/est/Andmete-tellimine/Katastri-aluskaardi-valjatrukk-paberile-p22.html;Veebileht;;;;
MAA-005;http://geoportaal.maaamet.ee/est/Andmete-tellimine/Digitaalsete-katastripiiride-tellimine-p185.html;Veebileht;;;;
MAA-006;http://xgis.maaamet.ee/;Veebileht;;;;
MAA-007;http://inspire.maaamet.ee/;Veebileht;;;;
MAA-008;http://geoportaal.maaamet.ee/est/Teenused/Avalik-WMS-teenus-p65.html;Veebileht;;;;
MAA-009;http://geoportaal.maaamet.ee/est/Teenused/Suunatud-kaardirakendused-ja-virtuaalkontorid-p74.html;Veebileht;;;;
MAA-010;http://geoportaal.maaamet.ee/;E-post;;;;
MAA-010;http://geoportaal.maaamet.ee/;Telefon;;;;
MAA-010;http://geoportaal.maaamet.ee/;Veebileht;;;;
MAA-011;http://geoportaal.maaamet.ee/est/Teenused/Poordumine-kaardirakendusse-labi-URLi-p9.html;Veebileht;;;;
MAA-012;http://geoportaal.maaamet.ee/est/Andmed-ja-kaardid/Topograafilised-andmed/Eesti-topograafia-andmekogu-p79.html;Veebileht;;;;
MAA-013;http://geoportaal.maaamet.ee/est/Teenused/Kaardirakendused/Natura-metsatoetuste-kaardirakendus-p162.html;Veebileht;;;;
MAA-014;http://geoportaal.maaamet.ee/est/Andmed-ja-kaardid/Geoloogilised-andmed/Maardlad-p83.html;E-post;;;;
MAA-015;http://geoportaal.maaamet.ee/est/Andmete-tellimine/Maardlate-nimistu-valjavotte-tellimine-p196.html;E-post;;;;
MAA-015;http://geoportaal.maaamet.ee/est/Andmete-tellimine/Maardlate-nimistu-valjavotte-tellimine-p196.html;Veebileht;;;;
MAA-016;http://geoportaal.maaamet.ee/est/Andmed-ja-kaardid/Geoloogilised-andmed/Maardlad/Maavaravarude-koondbilansid-p193.html;Veebileht;;;;
MAA-017;http://geoportaal.maaamet.ee/est/Andmed-ja-kaardid/Geoloogilised-andmed/Maardlad-p83.html;E-post;;;;
MAA-018;http://www.maaamet.ee/gmaps/egf/;E-iseteenindus;;;;
MAA-018;http://geoportaal.maaamet.ee/index.php?lang_id=1&page_id=357&lang_id=1;Letiteenus büroos;;;;
MAA-018;http://geoportaal.maaamet.ee/index.php?lang_id=1&page_id=357&lang_id=1;Veebileht;;;;
MAA-019;http://geoportaal.maaamet.ee/est/Andmed-ja-kaardid/Geoloogilised-andmed/Geoloogiline-baaskaart-p39.html;E-post;;;;
MAA-019;http://geoportaal.maaamet.ee/est/Andmed-ja-kaardid/Geoloogilised-andmed/Geoloogiline-baaskaart-p39.html;Veebileht;;;;
MAA-020;http://geoportaal.maaamet.ee/est/Andmed-ja-kaardid/Geoloogilised-andmed/Puursudamikud-p191.html;Veebileht;;;;
MAA-021;http://geoportaal.maaamet.ee/est/Andmed-ja-kaardid/Geoloogilised-andmed/Geoloogiafond-p190.html;E-post;;;;
MAA-021;http://geoportaal.maaamet.ee/est/Andmed-ja-kaardid/Geoloogilised-andmed/Geoloogiafond-p190.html;Letiteenus büroos;;;;
MAA-023;http://geoportaal.maaamet.ee/est/Andmed-ja-kaardid/Tehingute-andmebaas-ja-hindamine-p81.html;E-post;;;;
MAA-023;http://geoportaal.maaamet.ee/est/Andmed-ja-kaardid/Tehingute-andmebaas-ja-hindamine-p81.html;Veebileht;;;;
MAA-024;http://www.maaamet.ee/index.php?lang_id=1&page_id=449&no_cache=1450002763;E-iseteenindus;;;;
MAA-024;http://www.maaamet.ee/index.php?lang_id=1&page_id=449&no_cache=1450002763;E-post;;;;
MAA-024;http://www.maaamet.ee/index.php?lang_id=1&page_id=449&no_cache=1450002763;Veebileht;;;;
MAA-025;http://geoportaal.maaamet.ee/est/Andmed-ja-kaardid/Tehingute-andmebaas-ja-hindamine/2001-aasta-korralise-hindamise-tulemused-p195.html;E-iseteenindus;;;;
MAA-025;http://geoportaal.maaamet.ee/est/Andmed-ja-kaardid/Tehingute-andmebaas-ja-hindamine/2001-aasta-korralise-hindamise-tulemused-p195.html;Veebileht;;;;
MAA-026;http://www.maaamet.ee/index.php?lang_id=1&page_id=396&no_cache=1450004141;E-post;;;;
MAA-026;http://www.maaamet.ee/index.php?lang_id=1&page_id=396&no_cache=1450004141;Veebileht;;;;
MAA-027;http://www.maaamet.ee/index.php?lang_id=1&page_id=612&no_cache=1450004167;E-iseteenindus;;;;
MAA-027;http://www.maaamet.ee/index.php?lang_id=1&page_id=612&no_cache=1450004167;E-post;;;;
MAA-028;http://www.maaamet.ee/maaoksjon/;E-iseteenindus;;;;
MAA-028;http://www.maaamet.ee/maaoksjon/;Veebileht;;;;
MAA-029;http://xgis.maaamet.ee/xGIS/XGis?app_id=MA09&user_id=at&bbox=354541,6335571.64852608,754541,6695662.35147392&LANG=1;Veebileht;;;;
MAA-030;http://xgis.maaamet.ee/KKMVara/kkmvara;Veebileht;;;;
MAA-031;http://xgis.maaamet.ee/VOOPRaamat/raamat;Veebileht;;;;
MAA-032;http://xgis.maaamet.ee/xGIS/XGis?app_id=KASUTUS&bbox=354541,6244119.41545894,754541,6787114.58454106&LANG=1;Veebileht;;;;
MAA-033;http://xgis.maaamet.ee/xGIS/XGis?app_id=MA07&bbox=354541,6244119.41545894,754541,6787114.58454106&LANG=1;Veebileht;;;;
MAA-034;http://xgis.maaamet.ee/xGIS/XGis?app_id=MINHUVI&bbox=365000,6250471.01449275,740000,6759528.98550725&LANG=1;Veebileht;;;;
MAA-035;https://www.eesti.ee/est/teenused/kodanik/raha_ja_omand_1/katastriuksuse_paring_asukoha_jargi_1;Eesti;;;;
MAA-036;https://www.eesti.ee/est/teenused/kodanik/raha_ja_omand_1/katastriuksuse_paring_tunnuse_jargi_1;Eesti;;;;
MAA-037;http://geoportaal.maaamet.ee/est/Teenused/X-tee-teenused/Katastriuksuse-andmete-muudatuste-paringud-p251.html;E-iseteenindus;;;;
MAA-038;http://geoportaal.maaamet.ee/est/Andmed-ja-kaardid/Maakatastri-andmed/Maakatastri-statistika-p506.html;Veebileht;;;;
MAA-039;http://geoportaal.maaamet.ee/est/Andmete-tellimine/Andmete-allalaadimine-lepingulistele-klientidele-p426.html;E-iseteenindus;;;;
MAA-040;http://geoportaal.maaamet.ee/est/Andmete-tellimine/Kitsenduste-andmete-tellimine-p276.html;E-post;;;;
MAA-041;https://ekataster.maaamet.ee/mvk/;E-iseteenindus;;;;
MAA-041;http://geoportaal.maaamet.ee/est/Andmed-ja-kaardid/Arhiivimaterjalid/Katastriarhiiv-p208.html;Veebileht;;;;
MAA-042;http://geoportaal.maaamet.ee/est/Andmed-ja-kaardid/Kitsenduste-andmed-p32.html;E-iseteenindus;;;;
MAA-043;http://geoportaal.maaamet.ee/est/Andmete-tellimine/Katastriandmetega-tutvumine-ja-valjavotete-saamine-p253.html;Veebileht;;;;
MAA-044;https://ekataster.maaamet.ee/mvk/;E-iseteenindus;;;;
MAA-045;https://ekataster.maaamet.ee;E-iseteenindus;;;;
MAA-046;http://geoportaal.maaamet.ee/est/Andmed-ja-kaardid/Geodeetilised-andmed/Geodeetiliste-punktide-andmekogu-p82.html;Veebileht;;;;
MAA-047;http://geoportaal.maaamet.ee/est/Andmed-ja-kaardid/Geodeetilised-andmed/Geodeetilised-vorgud-p281.html;Veebileht;;;;
MAAI-001;http://www.maainfo.ee/index.php?page=8;Letiteenus büroos;;;;
MAAI-002;http://www.maainfo.ee/index.php?page=66;Veebileht;;;;
MAAI-003;http://www.maainfo.ee/index.php?page=3729;Veebileht;;;;
MAAI-004;http://maainfo.ee/index.php?page=3600;Kliendijuures;;;;
MAAI-004;http://www.maainfo.ee/index.php?page=3302;Veebileht;;;;
MAAI-005;http://ec.europa.eu/agriculture/rica/database/database_en.cfm;Veebileht;;;;
MAAI-006;http://www.maainfo.ee/index.php?page=30;Veebileht;;;;
MAAI-007;http://maainfo.ee/standardtulemused/;Veebileht;;;;
MEIS-001;http://www.integratsiooniinfo.ee/;Veebileht;;;;
MEIS-002;http://www.meis.ee/randealane-noustamine;E-post;;;;
MESA-001;http://www.pikk.ee/teenused-ja-tooted#.VpeREfmLSUk;Veebileht;;;369;96.6
MESA-002;http://www.mes.ee/laen-maki-rahastamisvahendist;Veebileht;;;;
MFA-001;https://www.eesti.ee/est/teenused/ettevotja/load_ja_registreeringud/sisenemine_stratlinki;E-iseteenindus;;;116;
MFA-001;http://www.vm.ee/et/strateegiliste-kaupade-kontroll;E-post;;;;
MFA-001;http://www.vm.ee/et/strateegiliste-kaupade-kontroll;Post;;;;
MFA-002;https://www.eesti.ee/est/teenused/ettevotja/load_ja_registreeringud/sisenemine_stratlinki;E-iseteenindus;;;97;
MFA-002;http://www.vm.ee/et/strateegiliste-kaupade-kontroll;E-post;;;;
MFA-002;http://www.vm.ee/et/strateegiliste-kaupade-kontroll;Post;;;;
MFA-003;https://www.eesti.ee/est/teenused/ettevotja/load_ja_registreeringud/sisenemine_stratlinki;E-iseteenindus;;;11;
MFA-003;http://www.vm.ee/et/strateegiliste-kaupade-kontroll;E-post;;;;
MFA-003;http://www.vm.ee/et/strateegiliste-kaupade-kontroll;Post;;;;
MFA-004;https://www.eesti.ee/est/teenused/ettevotja/load_ja_registreeringud/sisenemine_stratlinki;E-iseteenindus;;;;
MFA-004;http://www.vm.ee/et/strateegiliste-kaupade-kontroll;E-post;;;;
MFA-004;http://www.vm.ee/et/strateegiliste-kaupade-kontroll;Post;;;;
MFA-005;https://www.eesti.ee/est/teenused/ettevotja/load_ja_registreeringud/sisenemine_stratlinki;E-iseteenindus;;;;
MFA-005;http://www.vm.ee/et/strateegiliste-kaupade-kontroll;E-post;;;;
MFA-005;http://www.vm.ee/et/strateegiliste-kaupade-kontroll;Post;;;;
MFA-006;https://www.eesti.ee/est/teenused/ettevotja/load_ja_registreeringud/sisenemine_stratlinki;E-iseteenindus;;;3;
MFA-006;http://www.vm.ee/et/strateegiliste-kaupade-kontroll;E-post;;;;
MFA-006;http://www.vm.ee/et/strateegiliste-kaupade-kontroll;Post;;;;
MFA-007;https://www.eesti.ee/est/teenused/ettevotja/load_ja_registreeringud/sisenemine_stratlinki;E-iseteenindus;;;4;
MFA-007;http://www.vm.ee/et/strateegiliste-kaupade-kontroll;E-post;;;;
MFA-007;http://www.vm.ee/et/strateegiliste-kaupade-kontroll;Post;;;;
MFA-008;https://www.eesti.ee/est/teenused/ettevotja/load_ja_registreeringud/sisenemine_stratlinki;E-iseteenindus;;;14;
MFA-008;http://www.vm.ee/et/strateegiliste-kaupade-kontroll;E-post;;;;
MFA-008;http://www.vm.ee/et/strateegiliste-kaupade-kontroll;Post;;;;
MFA-009;https://www.eesti.ee/est/teenused/ettevotja/load_ja_registreeringud/sisenemine_stratlinki;E-iseteenindus;;;7;
MFA-009;http://www.vm.ee/et/strateegiliste-kaupade-kontroll;E-post;;;;
MFA-009;http://www.vm.ee/et/strateegiliste-kaupade-kontroll;Post;;;;
MFA-010;https://www.eesti.ee/est/teenused/ettevotja/load_ja_registreeringud/sisenemine_stratlinki;E-iseteenindus;;;;
MFA-010;http://www.vm.ee/et/strateegiliste-kaupade-kontroll;E-post;;;;
MFA-010;http://www.vm.ee/et/strateegiliste-kaupade-kontroll;Post;;;;
MFA-011;http://www.vm.ee/et/avaliku-dokumendi-legaliseerimine;Letiteenus büroos;;;;
MFA-011;http://www.vm.ee/et/avaliku-dokumendi-legaliseerimine;Post;;;;
MFA-012;http://www.vm.ee/et/dokumentide-tellimine;E-post;;;;
MFA-012;http://www.vm.ee/et/dokumentide-tellimine;Letiteenus büroos;;;;
MFA-012;http://www.vm.ee/et/dokumentide-tellimine;Post;;;;
MFA-013;http://www.vm.ee/et/dokumentide-edastamine;Letiteenus büroos;;;;
MFA-014;http://vm.ee/sites/default/files/content-editors/web-static/449/laevaloa_taotlus.pdf;E-post;;;;
MFA-014;http://www.vm.ee/et/laeva-ja-lennuloa-taotlemine;Post;;;31;
MFA-015;http://vm.ee/sites/default/files/content-editors/web-static/314/lennuloa_taotlus.pdf;E-post;;;;
MFA-015;http://www.vm.ee/et/laeva-ja-lennuloa-taotlemine;Post;;;;
MFA-016;http://vm.ee/et/pusivalt-valisriigis-elava-eesti-kodaniku-elukoha-registreerimine-ja-selle-edastamine-eesti;E-post;;;;
MFA-016;http://vm.ee/et/pusivalt-valisriigis-elava-eesti-kodaniku-elukoha-registreerimine-ja-selle-edastamine-eesti;Faks;;;;
MFA-016;http://vm.ee/et/pusivalt-valisriigis-elava-eesti-kodaniku-elukoha-registreerimine-ja-selle-edastamine-eesti;Letiteenus büroos;;;;
MFA-016;http://vm.ee/et/pusivalt-valisriigis-elava-eesti-kodaniku-elukoha-registreerimine-ja-selle-edastamine-eesti;Post;;;;
MFA-017;https://www.politsei.ee/et/teenused/isikut-toendavad-dokumendid/eesti-kodaniku-pass/;Letiteenus büroos;;;;
MFA-018;https://www.politsei.ee/et/teenused/isikut-toendavad-dokumendid/id-kaart/taiskasvanule/oluline-info-taiskasvanule-id-kaardi-taotlejale.dot#post;Letiteenus büroos;;;;
MFA-019;https://www.politsei.ee/et/teenused/isikut-toendavad-dokumendid/digi-id/;Letiteenus büroos;;;;
MFA-020;https://www.politsei.ee/et/teenused/isikut-toendavad-dokumendid/e-residendi-digi-id/;Letiteenus büroos;;;;
MFA-021;http://www.vm.ee/et/reisi-targalt;Nutirakendus;;;;
MFA-022;http://www.vm.ee/et/reisi-targalt;Nutirakendus;;;;
MFA-022;http://www.vm.ee/et/riigid/reisiinfo;Veebileht;;;;
MFA-023;http://www.vm.ee/et/eesti-kodaniku-luhiajalise-valisriigis-viibimise-registreerimine;E-post;;;;
MFA-023;http://www.vm.ee/et/eesti-kodaniku-luhiajalise-valisriigis-viibimise-registreerimine;Faks;;;;
MFA-023;http://www.vm.ee/et/eesti-kodaniku-luhiajalise-valisriigis-viibimise-registreerimine;Letiteenus büroos;;;;
MFA-023;http://www.vm.ee/et/reisi-targalt;Nutirakendus;;;;
MFA-023;http://www.vm.ee/et/eesti-kodaniku-luhiajalise-valisriigis-viibimise-registreerimine;Post;;;;
MFA-023;https://rakendused.vm.ee/eelregistreerimine/;Veebileht;;;;
MFA-024;http://www.vm.ee/et/reisi-targalt;Nutirakendus;;;;
MFA-024;http://www.vm.ee/et/reisija-meelespea;Veebileht;;;;
MFA-025;http://www.vm.ee/et/reisidokumendi-kaotus;Letiteenus büroos;;;655;
MFA-026;http://vm.ee/et/reisidokumendi-kaotus;Letiteenus büroos;;;89;
MFA-027;http://www.vm.ee/et/strateegiliste-kaupade-kontroll;E-post;;;;
MFA-027;http://www.vm.ee/et/strateegiliste-kaupade-kontroll;Post;;;;
MFA-028;https://www.eesti.ee/est/teenused/ettevotja/load_ja_registreeringud/sisenemine_stratlinki;E-iseteenindus;;;;
MFA-028;http://www.vm.ee/et/strateegiliste-kaupade-kontroll;E-post;;;;
MFA-028;http://www.vm.ee/et/strateegiliste-kaupade-kontroll;Post;;;;
MFA-029;https://www.eesti.ee/est/teenused/ettevotja/load_ja_registreeringud/sisenemine_stratlinki;E-iseteenindus;;;;
MFA-029;http://www.vm.ee/et/strateegiliste-kaupade-kontroll;E-post;;;;
MFA-029;http://www.vm.ee/et/strateegiliste-kaupade-kontroll;Post;;;;
MFA-030;https://www.eesti.ee/est/teenused/ettevotja/load_ja_registreeringud/sisenemine_stratlinki;E-iseteenindus;;;;
MFA-030;http://www.vm.ee/et/strateegiliste-kaupade-kontroll;E-post;;;;
MFA-030;http://www.vm.ee/et/strateegiliste-kaupade-kontroll;Post;;;;
MFA-031;http://www.vm.ee/et/dokumendiregister;Veebileht;;;;
MFA-032;http://www.vm.ee/et/node/36341;E-post;;;;
MFA-032;http://www.vm.ee/et/node/36341;Faks;;;;
MFA-032;http://www.vm.ee/et/node/36341;Post;;;;
MFA-032;http://www.vm.ee/et/node/36341;Telefon;;;;
MFA-032;http://www.vm.ee/et/node/36341;Veebileht;;;;
MFA-033;http://www.vm.ee/et/viisa-taotlemine#1;Letiteenus büroos;;;;
MFA-033;https://eelviisataotlus.vm.ee/est/page/0/134twtcpe5gdhl8t1hmpadl6i347juwmfih6ycm2lvzjn6kntma45aj70z22qjapyvu1iaqzk7ewgeou9s1bdwa21v2m2x4evcj5;Veebileht;;;;
MFA-034;http://www.vm.ee/et/viisa-taotlemine#1.4;Letiteenus büroos;;;;
MFA-034;http://www.vm.ee/et/viisa-taotlemine#1.4;Post;;;;
MFA-034;https://www.riigiteataja.ee/aktilisa/1081/2201/5011/SiM_m64_lisa.pdf;Veebileht;;;;
MFA-035;http://www.vm.ee/et/perekonnaseisutoiming;Letiteenus büroos;;;;
MFA-035;http://www.vm.ee/et/perekonnaseisutoiming;Post;;;;
MFA-036;http://www.vm.ee/et/toendi-andmine;Letiteenus büroos;;;;
MFA-036;http://www.vm.ee/et/toendi-andmine;Post;;;;
MFA-037;https://www.politsei.ee/et/teenused/eesti-kodakondsus/kodakondsusest-vabastamine/;Letiteenus büroos;;;;
MFA-037;https://www.politsei.ee/dotAsset/528139.pdf;Veebileht;;;;
MFA-038;http://www.vm.ee/et/taotlejale;E-post;;;;
MFA-038;http://www.vm.ee/et/taotlejale;Post;;;;
MFA-038;https://akta-avalik.vm.ee/;Veebileht;;;;
MFA-039;https://www.eesti.ee/est/teenused/ettevotja/load_ja_registreeringud/sisenemine_stratlinki;E-iseteenindus;;;;
MFA-039;http://www.vm.ee/et/strateegiliste-kaupade-kontroll;E-post;;;;
MFA-039;http://www.vm.ee/et/strateegiliste-kaupade-kontroll;Post;;;;
MFA-040;http://vm.ee/sites/default/files/content-editors/uus_kauba_m%C3%A4%C3%A4ratluse_p%C3%A4ringu_blankett.pdf;E-post;;;;
